35, ?, 35854, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Self-emp-inc, 112847, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
41, Private, 107306, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
50, State-gov, 211319, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
59, Private, 183606, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 205390, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 49, United-States, <=50K
73, Local-gov, 232871, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, White, Male, 2228, 0, 10, United-States, <=50K
52, Self-emp-inc, 101017, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 38, United-States, <=50K
57, Private, 114495, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
35, Private, 183898, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
51, Private, 163921, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 56, United-States, >50K
22, Private, 311764, 11th, 7, Widowed, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K
49, Private, 188330, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 267174, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
46, Local-gov, 36228, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, <=50K
48, Private, 199739, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 185407, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, <=50K
43, State-gov, 206139, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
25, Private, 282063, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
31, Private, 332379, 7th-8th, 4, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 418324, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 36, United-States, <=50K
19, ?, 263338, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 45, United-States, <=50K
51, Private, 158948, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 84, United-States, >50K
51, Private, 221532, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, >50K
22, Self-emp-not-inc, 202920, HS-grad, 9, Never-married, Prof-specialty, Unmarried, White, Female, 99999, 0, 40, Dominican-Republic, >50K
37, Local-gov, 118909, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
19, Private, 286469, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
45, Private, 191914, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
21, State-gov, 142766, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, <=50K
52, Private, 198744, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Local-gov, 272780, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 24, United-States, <=50K
42, State-gov, 219553, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
56, Private, 261232, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 64292, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
58, Private, 312131, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
70, Private, 30713, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
30, Private, 246439, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 338105, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
23, Private, 228243, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
34, Local-gov, 62463, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1579, 40, United-States, <=50K
38, Private, 31603, Bachelors, 13, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 165054, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 121618, 7th-8th, 4, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
45, Federal-gov, 273194, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 3325, 0, 40, United-States, <=50K
21, ?, 163665, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 538319, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, Puerto-Rico, <=50K
34, Private, 238246, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32, Self-emp-inc, 244665, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 45, United-States, >50K
21, Private, 131811, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, ?, 231777, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States, <=50K
23, Private, 156807, 9th, 5, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 36, United-States, <=50K
28, Private, 236861, Bachelors, 13, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
29, Self-emp-not-inc, 229842, HS-grad, 9, Never-married, Transport-moving, Unmarried, Black, Male, 0, 0, 45, United-States, <=50K
25, Local-gov, 190057, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
44, State-gov, 55076, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
18, Private, 152545, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 8, United-States, <=50K
26, Private, 153434, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, <=50K
47, Local-gov, 171095, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K
23, Private, 239322, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 138999, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Local-gov, 95450, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 50, United-States, >50K
25, Private, 176520, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
38, Local-gov, 72338, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, 0, 0, 54, United-States, >50K
60, ?, 386261, Bachelors, 13, Married-spouse-absent, ?, Unmarried, Black, Female, 0, 0, 15, United-States, <=50K
23, Private, 235722, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
36, Federal-gov, 128884, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
46, Private, 187226, 9th, 5, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
32, Self-emp-not-inc, 298332, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
40, Private, 173607, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 226756, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
31, Private, 157887, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
32, State-gov, 171111, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
21, Private, 126314, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, <=50K
63, Private, 174018, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K
44, Private, 144778, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
42, Self-emp-not-inc, 201522, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
23, ?, 22966, Bachelors, 13, Never-married, ?, Own-child, White, Male, 0, 0, 35, United-States, <=50K
30, Private, 399088, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
24, Private, 282202, HS-grad, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, El-Salvador, <=50K
42, Private, 102606, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Self-emp-not-inc, 246862, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, Italy, >50K
27, Federal-gov, 508336, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K
27, Local-gov, 263431, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 235733, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
68, Private, 107910, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Self-emp-not-inc, 184425, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 99, United-States, >50K
22, Self-emp-not-inc, 143062, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, Greece, <=50K
25, Private, 199545, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 15, United-States, <=50K
68, Self-emp-not-inc, 197015, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
62, Private, 149617, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K
26, Private, 33610, HS-grad, 9, Divorced, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 192002, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
68, Private, 67791, Some-college, 10, Widowed, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 445382, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
45, Private, 112283, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
26, Private, 157249, 11th, 7, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 109872, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 119838, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 50, United-States, <=50K
29, Private, 149943, Some-college, 10, Never-married, Other-service, Not-in-family, Other, Male, 0, 1590, 40, ?, <=50K
65, Without-pay, 27012, 7th-8th, 4, Widowed, Farming-fishing, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
31, Private, 91666, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 270276, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 179271, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Private, 161819, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Local-gov, 339681, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 1506, 0, 45, United-States, <=50K
26, Self-emp-not-inc, 219897, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
26, Private, 91683, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 35, United-States, <=50K
36, Private, 188834, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
38, Private, 187046, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 191807, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 48, United-States, <=50K
52, Self-emp-inc, 179951, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 324420, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, Mexico, <=50K
41, Self-emp-not-inc, 66632, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 121718, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 60, United-States, >50K
47, Private, 162034, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, <=50K
28, Local-gov, 218990, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 46, United-States, <=50K
25, Local-gov, 125863, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K
35, Private, 225330, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 120426, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 119741, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
44, Private, 32000, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 18, United-States, >50K
21, ?, 124242, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 278581, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 230224, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
30, Private, 204374, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 1741, 48, United-States, <=50K
45, Private, 188386, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 1628, 45, United-States, <=50K
20, Private, 164922, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 195176, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
43, Private, 166740, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
50, ?, 156008, 11th, 7, Married-civ-spouse, ?, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
28, Private, 162551, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female, 0, 0, 48, China, <=50K
25, Private, 211231, HS-grad, 9, Married-civ-spouse, Tech-support, Other-relative, White, Female, 0, 0, 48, United-States, >50K
25, Private, 169990, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
90, Private, 221832, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
38, Local-gov, 255454, Bachelors, 13, Separated, Prof-specialty, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 28160, Bachelors, 13, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
50, State-gov, 159219, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Canada, >50K
26, Local-gov, 103148, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 165186, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
56, Private, 31782, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Local-gov, 249101, HS-grad, 9, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
46, Private, 243190, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 40, United-States, >50K
18, Local-gov, 153405, 11th, 7, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 25, United-States, <=50K
37, Private, 329980, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 60, United-States, >50K
57, Private, 176079, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, State-gov, 218542, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
